gene_id,gene_symbol,log2fc,pvalue,padj
b0329,yahO,-1.146,,
b3296,rpsD,1.145,,
b1055,yceA,1.14,,
b2414,cysK,1.135,,
b1927,amyA,-1.134,,
b1480,sra,-1.124,,
b1482,osmC,-1.123,,
b1824,yobF,1.12,,
b1452,yncE,1.117,,
b4376,osmY,-1.116,,
b2551,glyA,1.11,,
b1644,ydhJ,-1.108,,
b1678,ynhG,-1.108,,
b2266,elaB,-1.105,,
b1492,gadC,-1.104,,
b0337,codA,1.098,,
b3316,rpsS,1.096,,
b0828,iaaA,1.096,,
b1189,dadA,1.094,,
b2400,gltX,1.091,,
b1878,flhE,-1.09,,
b1677,lpp,-1.088,,
b3339,tufA,1.084,,
b2026,hisI,1.081,,
b1761,gdhA,1.079,,
b1783,yeaG,-1.078,,
b0643,ybeL,-1.076,,
b3317,rplB,1.073,,
b3980,tufB,1.069,,
b2156,lysP,1.068,,
b1756,ynjD,-1.068,,
b3940,metL,1.059,,
b0118,acnB,1.05,,
b2687,luxS,-1.047,,
b2904,gcvH,1.044,,
b2595,bamD,1.041,,
b0522,purK,1.039,,
b0810,glnP,1.038,,
b1784,yeaH,-1.031,,
b0429,cyoD,1.03,,
b1102,fhuE,1.029,,
b3337,bfd,1.026,,
b1384,feaR,-1.025,,
b2297,pta,1.017,,
b1040,csgD,-1.015,,
b3733,atpG,1.015,,
b3012,dkgA,-1.01,,
b1773,ydjI,-1.007,,
b3771,ilvD,1.005,,
b1724,ydiZ,-1.002,,
b2678,proW,1.001,,
b1131,purB,0.992,,
b1197,treA,-0.99,,
b2935,tktA,0.989,,
b3908,sodA,0.987,,
b0436,tig,0.982,,
b2155,cirA,0.981,,
b3540,dppF,0.979,,
b0276,yagJ,-0.978,,
b0871,poxB,-0.978,,
b2161,nupX,0.977,,
b1731,cedA,-0.975,,
b1695,ydiO,-0.975,,
b1436,yncJ,-0.972,,
b0929,ompF,0.97,,
b0166,dapD,0.969,,
b3304,rplR,0.968,,
b1481,bdm,-0.966,,
b2748,ftsB,0.961,,
b0306,ykgE,0.959,,
b3003,yghA,-0.956,,
b4202,rpsR,0.955,,
b4006,purH,0.952,,
b1258,yciF,-0.951,,
b1590,ynfH,-0.95,,
b1060,bssS,0.948,,
b1972,yedZ,-0.947,,
b1281,pyrF,0.945,,
b1880,flhB,-0.944,,
b1702,pps,0.942,,
b4217,ytfK,-0.941,,
b3734,atpA,0.94,,
b1747,astA,0.94,,
b3966,btuB,0.94,,
b1245,oppC,0.938,,
b4242,mgtA,0.938,,
b0113,pdhR,0.936,,
b0594,entE,0.935,,
b3945,gldA,-0.934,,
b1101,ptsG,0.932,,
b2883,guaD,0.932,,
b3956,ppc,0.93,,
b3098,yqjD,-0.927,,
b0783,moaC,0.926,,
b3454,livF,0.926,,
b3458,livK,0.924,,
b1712,ihfA,-0.923,,
b1970,hiuH,-0.923,,
b3939,metB,0.922,,
b3251,mreB,0.922,,
b1478,adhP,-0.92,,
b1450,mcbR,-0.916,,
b0116,lpd,0.915,,
b0760,modF,0.915,,
b3714,purP,0.912,,
b2025,hisF,0.909,,
b1018,efeO,0.908,,
b1626,ydgK,-0.908,,
b1238,tdk,0.907,,
b1774,ydjJ,-0.906,,
b3231,rplM,0.905,,
b2697,alaS,0.903,,
b0171,pyrH,0.899,,
b1099,holB,0.898,,
b1462,yddH,-0.896,,
b1799,yeaT,-0.895,,
b1409,ynbB,-0.891,,
b1732,katE,-0.89,,
b1896,otsA,-0.89,,
b4064,yjcD,0.89,,
b3342,rpsL,0.886,,
b2093,gatB,0.886,,
b0928,aspC,0.885,,
b1393,paaF,-0.881,,
b0632,dacA,0.88,,
b1498,ydeN,-0.88,,
b3284,smg,0.877,,
b0435,bolA,-0.876,,
b1600,mdtJ,-0.875,,
b3770,ilvE,0.875,,
b1556,essQ,-0.874,,
b1365,ynaK,-0.874,,
b2231,gyrA,0.872,,
b3310,rplN,0.872,,
b1383,ydbL,-0.871,,
b3314,rpsC,0.87,,
b1788,yoaI,-0.869,,
b3237,argR,0.868,,
b3102,yqjG,-0.865,,
b2599,pheA,-0.862,,
b0930,asnS,0.861,,
b1449,yncB,-0.86,,
b0325,yahK,-0.86,,
b0865,ybjP,-0.86,,
b1428,ydcK,-0.854,,
b1549,ydfO,-0.851,,
b3061,ttdA,0.851,,
b3013,yqhG,-0.85,,
b2215,ompC,-0.849,,
b1750,ydjX,-0.847,,
b3267,yhdV,0.844,,
b4314,fimA,0.843,,
b0382,iraP,-0.838,,
b2021,hisC,0.837,,
b2711,norW,0.835,,
b2938,speA,0.831,,
b3556,cspA,0.831,,
b4024,lysC,0.828,,
b2925,fbaA,0.826,,
b0970,yccA,0.825,,
b0485,ybaS,-0.823,,
b0945,pyrD,0.823,,
b2024,hisA,0.821,,
b1374,pinR,-0.82,,
b2131,osmF,-0.817,,
b2096,gatY,0.816,,
b1527,yneK,-0.816,,
b2899,yqfA,-0.815,,
b2514,hisS,0.814,,
b1275,cysB,0.813,,
b0131,panD,0.813,,
b1932,yedL,-0.812,,
b0121,speE,0.811,,
b3256,accC,0.811,,
b1547,stfQ,-0.81,,
b0220,ivy,-0.808,,
b1247,oppF,0.808,,
b1486,ddpB,0.806,,
b1360,ydaV,-0.806,,
b3308,rplE,0.806,,
b0674,asnB,0.805,,
b0168,map,0.801,,
b3141,agaI,0.8,,
b0004,thrC,0.798,,
b1798,leuE,-0.797,,
b1667,ydhR,-0.797,,
b1601,tqsA,-0.796,,
b1093,fabG,0.795,,
b3769,ilvM,0.795,,
b1796,yoaG,-0.794,,
b3318,rplW,0.794,,
b3230,rpsI,0.791,,
b1392,paaE,-0.791,,
b1790,yeaM,-0.791,,
b1675,ydhZ,-0.789,,
b2913,serA,0.787,,
b1500,yneN,-0.785,,
b4335,yjiM,-0.785,,
b1956,yedQ,-0.784,,
b0839,dacC,-0.783,,
b2229,yfaT,0.781,,
b2672,ygaM,-0.78,,
b0908,aroA,0.78,,
b3255,accB,0.778,,
b0453,ybaY,-0.777,,
b0884,infA,0.774,,
b0583,entD,0.771,,
b3175,secG,-0.77,,
b3744,asnA,0.768,,
b1391,paaD,-0.768,,
b1555,ydfR,-0.767,,
b3041,ribB,0.765,,
b3783,rho,0.764,,
b2137,yohF,-0.764,,
b2535,csiE,-0.762,,
b2780,pyrG,0.762,,
b0682,ybfN,0.76,,
b0523,purE,0.76,,
b3008,metC,0.76,,
b3305,rplF,0.76,,
b4149,blc,-0.757,,
b3161,mtr,-0.757,,
b3500,gor,0.757,,
b1000,cbpA,-0.755,,
b1499,ydeO,-0.753,,
b1322,ycjF,-0.753,,
b1408,ynbA,-0.753,,
b2393,nupC,0.752,,
b1604,ydgH,0.752,,
b2809,ygdI,-0.75,,
b2890,lysS,0.75,,
b1433,ydcO,-0.75,,
b3988,rpoC,0.747,,
b0805,fiu,0.746,,
b1501,ydeP,-0.746,,
b2533,suhB,0.741,,
b1745,astB,-0.741,,
b1668,ydhS,-0.741,,
b1463,nhoA,-0.741,,
b0774,bioA,0.739,,
b0071,leuD,-0.737,,
b3553,ghrB,0.737,,
b1317,ycjU,-0.736,,
b1453,ansP,-0.732,,
b3097,yqjC,-0.731,,
b1244,oppB,0.73,,
b1015,putP,0.729,,
b0109,nadC,0.729,,
b1470,yddJ,-0.728,,
b1690,ydiM,-0.727,,
b0598,cstA,0.727,,
b1696,ydiP,-0.725,,
b0430,cyoC,0.725,,
b3307,rpsN,0.724,,
b0581,ybdK,-0.724,,
b1743,spy,-0.724,,
b1624,ydgJ,0.723,,
b0882,clpA,0.721,,
b0564,appY,-0.719,,
b0428,cyoE,0.719,,
b1006,rutG,-0.718,,
b4147,efp,0.718,,
b1233,ychJ,0.717,,
b2531,iscR,0.716,,
b3524,yhjG,-0.716,,
b2195,ccmG,0.716,,
b4381,deoC,-0.716,,
b0979,appB,-0.715,,
b3515,gadW,-0.714,,
b1698,ydiR,-0.712,,
b0726,sucA,0.712,,
b3514,mdtF,-0.712,,
b1672,ydhW,-0.711,,
b1858,znuC,-0.709,,
b0199,metN,0.709,,
b1484,ddpD,-0.709,,
b0414,ribD,0.709,,
b2569,lepA,0.707,,
b2092,gatC,0.707,,
b1801,yeaV,-0.705,,
b0196,rcsF,0.703,,
b0237,pepD,0.703,,
b2478,dapA,0.703,,
b2896,ygfX,0.702,,
b3181,greA,-0.701,,
b1474,fdnG,0.7,,
b0717,ybgP,0.7,,
b3340,fusA,0.699,,
b0031,dapB,0.698,,
b3065,rpsU,0.698,,
b1519,tam,-0.697,,
b3056,cca,0.696,,
b3135,agaA,-0.694,,
b0850,ybjC,0.693,,
b2518,ndk,0.693,,
b0384,psiF,-0.693,,
b3456,livM,0.692,,
b1200,dhaK,0.691,,
b2329,aroC,0.69,,
b2326,yfcM,-0.69,,
b3639,dfp,0.689,,
b0272,yagI,0.686,,
b1388,paaA,-0.684,,
b1444,prr,-0.684,,
b1339,abgR,-0.684,,
b1518,lsrG,-0.684,,
b1599,mdtI,-0.683,,
b0926,ycbK,0.68,,
b2152,yeiB,0.679,,
b1314,ycjR,-0.679,,
b0727,sucB,0.678,,
b1757,ynjE,-0.678,,
b2609,rpsP,0.677,,
b2129,yehX,0.677,,
b3279,yrdA,0.675,,
b1646,sodC,-0.673,,
b1514,lsrC,-0.672,,
b2029,gnd,0.672,,
b3321,rpsJ,0.671,,
b1559,quuQ,-0.67,,
b1833,yebS,-0.666,,
b0628,lipA,0.664,,
b2476,purC,0.663,,
b1088,yceD,0.663,,
b1176,minC,0.663,,
b3140,agaD,0.663,,
b1396,paaI,-0.662,,
b2296,ackA,0.661,,
b4131,cadA,0.661,,
b2909,ygfB,0.661,,
b1919,dcyD,0.66,,
b0026,ileS,0.66,,
b0807,rlmF,0.659,,
b1791,yeaN,-0.657,,
b0134,panB,0.655,,
b1797,yeaR,0.655,,
b3168,infB,0.655,,
b1689,ydiL,-0.654,,
b3124,garK,-0.654,,
b1092,fabD,0.653,,
b1764,selD,0.652,,
b3006,exbB,0.651,,
b4203,rplI,0.65,,
b1091,fabH,0.65,,
b0597,entH,0.65,,
b1232,purU,0.649,,
b3541,dppD,0.648,,
b2659,csiD,-0.647,,
b2127,mlrA,-0.646,,
b0864,artP,0.643,,
b4226,ppa,0.643,,
b0357,frmR,-0.643,,
b1777,yeaC,-0.642,,
b1673,ydhV,-0.642,,
b1389,paaB,-0.641,,
b1342,ydaN,-0.64,,
b4269,yjgB,-0.64,,
b1311,ycjO,-0.638,,
b1591,dmsD,-0.636,,
b1876,argS,0.635,,
b2217,rcsB,0.635,,
b1589,ynfG,-0.634,,
b0596,entA,0.634,,
b1190,dadX,0.634,,
b1356,racR,-0.634,,
b0155,clcA,-0.631,,
b1385,feaB,-0.63,,
b3395,hofM,-0.63,,
b3244,tldD,0.63,,
b3300,secY,0.63,,
b2484,hyfD,-0.629,,
b1513,lsrA,-0.628,,
b0636,rlmH,0.628,,
b0179,lpxD,0.626,,
b1310,ycjN,-0.625,,
b3955,yijP,0.624,,
b1945,fliM,-0.624,,
b2261,menC,0.624,,
b2392,mntH,0.623,,
b1140,intE,-0.622,,
b1285,gmr,-0.62,,
b1431,ydcL,-0.62,,
b0919,ycbJ,0.62,,
b0025,ribF,0.619,,
b2530,iscS,0.619,,
b0662,ubiF,-0.619,,
b0077,ilvI,0.618,,
b4293,fecI,0.618,,
b0127,yadG,0.618,,
b3005,exbD,0.617,,
b0593,entC,0.617,,
b4167,yjeF,-0.617,,
b2578,eamB,-0.617,,
b2604,yfiN,0.617,,
b0447,ybaO,-0.617,,
b0326,yahL,0.617,,
b2779,eno,0.616,,
b0680,glnS,0.615,,
b0737,tolQ,0.614,,
b2486,hyfF,-0.613,,
b0910,cmk,0.612,,
b1491,yddW,-0.611,,
b2077,mdtD,-0.61,,
b0415,ribE,0.609,,
b0484,copA,0.608,,
b2427,murR,0.608,,
b3295,rpoA,0.606,,
b1645,ydhK,-0.605,,
b0186,ldcC,0.605,,
b1126,potA,0.605,,
b3223,nanE,0.603,,
b2240,glpT,-0.603,,
b0931,pncB,0.603,,
b0678,nagB,0.603,,
b2867,xdhB,-0.602,,
b0831,gsiC,0.601,,
b1780,yeaD,0.6,,
b3640,dut,0.6,,
b2982,insH,0.599,,
b3457,livH,0.598,,
b2501,ppk,0.598,,
b1552,cspI,-0.597,,
b4398,creB,0.596,,
b2592,clpB,-0.596,,
b1419,ydcA,-0.595,,
b0014,dnaK,-0.595,,
b2097,fbaB,-0.593,,
b1849,purT,0.593,,
b1400,paaY,-0.592,,
b3865,yihA,0.592,,
b0844,ybjI,0.591,,
b1252,tonB,0.591,,
b3447,ggt,-0.591,,
b3519,treF,-0.59,,
b3772,ilvA,0.59,,
b0739,tolA,0.589,,
b0968,yccX,0.589,,
b3984,rplA,0.589,,
b2557,purL,0.589,,
b1187,fadR,0.588,,
b1338,abgA,-0.587,,
b1370,insH,0.587,,
b1218,chaC,-0.586,,
b2947,gshB,0.586,,
b3961,oxyR,0.586,,
b2481,hyfA,0.585,,
b0369,hemB,0.585,,
b1615,uidC,-0.584,,
b3522,yhjD,-0.584,,
b0178,skp,0.582,,
b3303,rpsE,0.582,,
b4234,yjgA,-0.582,,
b1359,ydaU,-0.582,,
b0813,rhtA,0.582,,
b3260,dusB,-0.581,,
b0552,insH,0.58,,
b0659,ybeY,-0.58,,
b1315,ycjS,-0.579,,
b1025,ycdT,0.579,,
b3169,nusA,0.578,,
b0120,speD,0.578,,
b2725,hycA,-0.578,,
b1550,gnsB,-0.578,,
b1215,kdsA,0.577,,
b1874,cutC,-0.577,,
b1728,ydjM,-0.577,,
b1873,torY,-0.577,,
b1373,tfaR,-0.576,,
b1554,arrQ,-0.576,,
b2644,yfjY,0.575,,
b2306,hisP,0.575,,
b2330,prmB,0.575,,
b0570,cusS,-0.575,,
b3040,zupT,0.574,,
b0766,ybhA,0.574,,
b3751,rbsB,0.574,,
b1545,pinQ,-0.574,,
b0438,clpX,-0.573,,
b1766,sppA,0.573,,
b2516,rodZ,0.572,,
b1737,chbC,-0.571,,
b1741,cho,-0.571,,
b3002,yqhA,0.57,,
b2746,ispF,0.57,,
b2664,csiR,-0.57,,
b4169,amiB,-0.57,,
b3606,yibK,0.569,,
b4182,yjfJ,-0.568,,
b2549,yphG,-0.568,,
b1831,proQ,0.568,,
b3366,nirD,0.567,,
b2834,tas,0.562,,
b2572,rseA,-0.56,,
b3294,rplQ,0.56,,
b1994,insH,0.559,,
b1823,cspC,0.559,,
b3919,tpiA,0.559,,
b4292,fecR,0.558,,
b0708,phr,-0.558,,
b0907,serC,0.558,,
b3313,rplP,0.557,,
b0252,yafZ,-0.557,,
b3487,yhiI,-0.557,,
b0914,msbA,0.557,,
b1399,paaX,-0.557,,
b0728,sucC,0.555,,
b3833,ubiE,0.555,,
b0051,rsmA,0.555,,
b2819,recD,0.554,,
b3691,dgoT,-0.554,,
b2073,yegL,0.553,,
b1042,csgA,0.553,,
b1208,ispE,0.552,,
b2579,yfiD,0.552,,
b0486,ybaT,-0.552,,
b1066,rimJ,0.551,,
b2512,bamB,0.55,,
b1625,cnu,-0.549,,
b3943,yijE,0.547,,
b0180,fabZ,0.547,,
b1398,paaK,-0.546,,
b1283,osmB,0.545,,
b3826,yigL,0.545,,
b4238,nrdD,-0.545,,
b1288,fabI,0.545,,
b2114,metG,0.545,,
b0729,sucD,0.543,,
b0720,gltA,0.543,,
b1217,chaB,-0.542,,
b1163,ycgF,0.542,,
b0411,tsx,0.542,,
b4087,alsA,-0.541,,
b4086,alsC,-0.541,,
b1259,yciG,-0.54,,
b2467,nudK,0.539,,
b4031,xylE,-0.538,,
b0238,gpt,0.538,,
b0573,cusF,-0.537,,
b3050,yqiJ,-0.537,,
b3417,malP,-0.537,,
b0683,fur,0.537,,
b1178,ycgK,-0.537,,
b3364,tsgA,0.535,,
b0098,secA,0.535,,
b2014,yeeF,0.535,,
b3511,hdeD,-0.534,,
b1128,ycfD,0.534,,
b0801,ybiC,0.533,,
b1136,icd,0.531,,
b0768,ybhD,-0.531,,
b1787,yeaK,-0.531,,
b3301,rplO,0.53,,
b0305,ykgD,-0.528,,
b4377,yjjU,-0.528,,
b3701,dnaN,0.527,,
b3987,rpoB,0.526,,
b1390,paaC,-0.526,,
b3493,pitA,0.525,,
b1806,yeaY,-0.525,,
b0177,bamA,0.525,,
b2091,gatD,0.525,,
b1681,sufD,0.524,,
b2926,pgk,0.524,,
b2347,yfdC,0.524,,
b3471,yhhQ,0.524,,
b3877,yihP,-0.523,,
b1485,ddpC,0.523,,
b3347,fkpA,0.522,,
b3319,rplD,0.522,,
b1269,rluB,0.52,,
b3981,secE,0.519,,
b4193,ulaA,-0.519,,
b2661,gabD,-0.518,,
b1130,phoP,0.518,,
b2769,ygcQ,0.518,,
b2342,fadI,-0.517,,
b1864,yebC,0.517,,
b1786,yeaJ,-0.517,,
b2177,yejA,0.517,,
b1871,cmoB,-0.517,,
b1586,ynfD,-0.517,,
b4339,yjiP,0.516,,
b3192,yrbC,0.516,,
b2030,insH,0.516,,
b0608,ybdR,-0.515,,
b3384,trpS,0.515,,
b2185,rplY,0.515,,
b1851,edd,0.514,,
b3078,ygjI,-0.514,,
b2729,hypD,-0.514,,
b0719,ybgD,-0.513,,
b0868,ybjS,-0.513,,
b1941,fliI,-0.513,,
b0642,leuS,0.513,,
b0911,rpsA,0.512,,
b0379,yaiY,-0.511,,
b1334,fnr,0.511,,
b1647,ydhF,-0.51,,
b3531,bcsZ,-0.51,,
b4248,yjgH,-0.51,,
b0457,ylaB,-0.51,,
b1341,ydaM,-0.51,,
b2771,ygcS,0.509,,
b0736,ybgC,0.508,,
b2408,yfeN,-0.508,,
b1840,yebZ,0.508,,
b0595,entB,0.507,,
b3476,nikA,-0.507,,
b2880,ygfM,-0.507,,
b0959,sxy,0.506,,
b4394,yjjX,0.506,,
b1504,ydeS,-0.506,,
b3222,nanK,-0.504,,
b4003,zraS,-0.504,,
b0618,citC,0.504,,
b3093,exuT,-0.504,,
b4235,pmbA,0.503,,
b0775,bioB,0.502,,
b1358,ydaT,-0.501,,
b1301,puuB,-0.501,,
b0224,yafK,0.499,,
b3403,pck,0.499,,
b0347,mhpA,-0.499,,
b1614,ydgA,-0.499,,
b2735,ygbI,-0.498,,
b3472,dcrB,0.498,,
b0823,ybiW,-0.498,,
b1406,ydbC,-0.497,,
b1082,flgK,-0.497,,
b1613,manA,0.497,,
b3780,rhlB,0.497,,
b0008,talB,0.497,,
b0656,insH,0.497,,
b3781,trxA,0.497,,
b2063,yegH,-0.497,,
b4174,hflK,0.496,,
b1661,cfa,-0.496,,
b3158,yhbU,-0.496,,
b3962,sthA,0.495,,
b3902,rhaD,0.494,,
b3414,nfuA,0.494,,
b0416,nusB,0.494,,
b2259,pmrD,-0.494,,
b1579,intQ,-0.494,,
b2908,pepP,0.494,,
b3073,patA,-0.494,,
b3448,yhhA,-0.494,,
b0391,yaiE,0.493,,
b4146,yjeK,0.493,,
b2016,yeeZ,0.493,,
b1195,ymgE,-0.493,,
b2573,rpoE,-0.493,,
b0343,lacY,-0.492,,
b2685,emrA,0.492,,
b0473,htpG,-0.491,,
b3983,rplK,0.49,,
b3486,rbbA,-0.49,,
b3445,insB,-0.49,,
b4013,metA,0.49,,
b1754,ynjB,-0.49,,
b1324,tpx,-0.489,,
b3162,deaD,0.489,,
b1755,ynjC,-0.489,,
b2211,yojI,0.489,,
b1292,sapC,-0.489,,
b0904,focA,-0.489,,
b3107,yhaL,0.489,,
b1177,ycgJ,0.489,,
b0198,metI,0.488,,
b3147,yraM,0.488,,
b3011,yqhD,-0.488,,
b0035,caiE,-0.487,,
b1445,ydcX,-0.487,,
b1879,flhA,-0.487,,
b0143,pcnB,0.486,,
b1669,ydhT,-0.486,,
b1251,yciI,0.486,,
b2799,fucO,-0.485,,
b0067,thiP,-0.485,,
b2838,lysA,0.484,,
b1897,otsB,-0.484,,
b1377,ompN,-0.483,,
b0086,murF,0.483,,
b3670,ilvN,0.483,,
b3872,yihL,0.483,,
b1908,yecA,0.482,,
b3671,ilvB,0.482,,
b3357,crp,0.481,,
b1447,ydcZ,-0.48,,
b2660,lhgO,-0.48,,
b0310,ykgH,-0.48,,
b3213,gltD,0.48,,
b2741,rpoS,-0.479,,
b3729,glmS,-0.478,,
b0462,acrB,0.478,,
b3952,pflC,-0.477,,
b4240,treB,-0.477,,
b1284,yciT,0.477,,
b2552,hmp,-0.477,,
b1699,ydiS,-0.476,,
b2508,guaB,0.476,,
b1866,aspS,0.475,,
b0631,ybeD,0.475,,
b3437,gntK,-0.474,,
b1631,rsxG,-0.474,,
b2385,ypdF,-0.473,,
b4230,ytfT,-0.473,,
b4130,yjdL,-0.473,,
b0469,apt,0.472,,
b0587,fepE,-0.472,,
b1825,yebO,-0.472,,
b3847,pepQ,0.472,,
b1621,malX,-0.472,,
b1837,yebW,-0.471,,
b2755,ygbT,0.471,,
b4188,yjfN,-0.471,,
b1709,btuD,0.47,,
b2254,arnC,-0.469,,
b0432,cyoA,0.468,,
b0042,fixB,-0.468,,
b2447,yffP,-0.468,,
b2800,fucA,-0.467,,
b3072,aer,-0.467,,
b0385,adrA,-0.467,,
b2921,ygfI,-0.466,,
b0372,insF,-0.466,,
b4160,psd,0.466,,
b2509,xseA,0.465,,
b1740,nadE,0.465,,
b3462,ftsX,0.464,,
b0893,serS,0.464,,
b3480,nikE,-0.464,,
b1490,yddV,-0.463,,
b3407,yhgF,0.463,,
b1739,osmE,-0.463,,
b3688,yidQ,-0.463,,
b2023,hisH,0.463,,
b4366,bglJ,-0.463,,
b1713,pheT,-0.463,,
b2352,gtrS,0.461,,
b3566,xylF,-0.461,,
b0874,ybjE,0.461,,
b2452,eutH,-0.46,,
b0294,matA,-0.46,,
b0287,yagU,0.46,,
b1114,mfd,0.46,,
b3588,aldB,-0.459,,
b0471,ybaB,0.459,,
b2188,yejM,0.459,,
b1714,pheS,-0.459,,
b1446,ydcY,-0.459,,
b1588,ynfF,-0.459,,
b4308,yjhR,0.458,,
b1655,ydhO,0.457,,
b0356,frmA,-0.457,,
b4115,adiC,-0.457,,
b1900,araG,-0.456,,
b1194,ycgR,0.456,,
b2042,galF,0.456,,
b4017,arpA,-0.455,,
b1569,dicC,-0.455,,
b3999,yjaG,0.455,,
b1253,yciA,-0.454,,
b1598,ydgD,-0.454,,
b3298,rpsM,0.454,,
b0504,allS,-0.454,,
b1440,ydcS,-0.454,,
b2875,yqeB,-0.453,,
b4154,frdA,-0.453,,
b4383,deoB,-0.453,,
b0335,prpE,-0.453,,
b2900,yqfB,0.453,,
b2235,nrdB,0.453,,
b1716,rplT,-0.453,,
b0085,murE,0.453,,
b2192,insH,0.452,,
b1684,sufA,0.452,,
b3173,yhbX,-0.452,,
b2993,hybD,-0.452,,
b3994,thiC,-0.451,,
b2956,yggM,-0.451,,
b0185,accA,0.45,,
b2307,hisM,0.449,,
b2987,pitB,-0.449,,
b4026,yjbE,0.449,,
b3204,ptsN,0.449,,
b0921,smtA,0.449,,
b2128,yehW,-0.448,,
b1175,minD,0.448,,
b1640,anmK,0.448,,
b1331,insH,0.448,,
b0442,ybaV,-0.448,,
b1542,ydfI,-0.447,,
b2677,proV,0.447,,
b0234,yafP,0.446,,
b4302,sgcA,0.446,,
b0108,ppdD,-0.446,,
b0145,dksA,0.446,,
b2650,ypjC,0.445,,
b3228,sspB,0.445,,
b3863,polA,0.444,,
b2320,pdxB,0.444,,
b2526,hscA,0.444,,
b3816,corA,0.444,,
b0334,prpD,-0.443,,
b1803,yeaX,-0.443,,
b2133,dld,0.442,,
b3974,coaA,-0.442,,
b1637,tyrS,0.442,,
b2959,yggL,-0.441,,
b0270,yagG,-0.441,,
b0750,nadA,0.44,,
b2828,lgt,0.44,,
b2577,yfiE,0.44,,
b4175,hflC,0.439,,
b3589,yiaY,0.439,,
b1439,ydcR,-0.439,,
b1355,ydaG,-0.439,,
b1928,yedD,0.438,,
b3823,rhtC,0.438,,
b0905,ycaO,0.438,,
