switch_number,on_off,aug_index,p_open_off,p_open_on,dG_open_off,dG_open_on,separation,A_M_off,A_M_on,A_M_gain,mean_wrank_off,mean_wrank_on,mean_wrank_gain,aug_off,aug_on,aug_gain,narrow_sep,switch_len
32,59.4,50,9.68229617954493e-13,0.20055348855584648,17.049470901489258,0.9902267456054688,16.05924415588379,0.14662205985724866,0.8833736328721308,0.7367515730148821,0.4357771576845101,0.8816016560993745,0.4458244984148644,0.7986417673765897,0.8702223089692255,0.07158054159263583,7.331455230712891,92
33,58.5,50,4.565854461801208e-14,0.0017021184755642215,18.931886196136475,3.9295883178710938,15.00229787826538,0.1288849853109607,0.5597306581418594,0.4308456728308987,0.4528417956566364,0.6491466852707595,0.19630488961412307,0.7634993636460585,0.3518813692287675,-0.411617994417291,6.129993438720703,92
34,57.1,50,1.2291962549193115e-12,0.013027913709351828,16.902388095855713,2.6752395629882812,14.227148532867432,0.1705430398608951,0.7032311817481475,0.5326881418872523,0.4655882375923715,0.7371642891687055,0.27157605157633397,0.9754735780131215,0.4529499962362091,-0.5225235817769125,7.021655082702637,92
35,53.9,50,2.1658195867767127e-14,0.0025337060618926648,19.391542434692383,3.6844100952148438,15.707132339477539,0.15702031284235313,0.6717574265218071,0.5147371136794541,0.47867381612178894,0.6565456687972494,0.17787185267546046,0.8948899028751652,0.7185025616449705,-0.17638734123019473,7.069858551025391,92
36,53.4,50,5.163682364338697e-14,0.001962645443263813,18.856051445007324,3.8418121337890625,15.014239311218262,0.17250620121217933,0.5865860932781731,0.4140798920659938,0.4962643873127547,0.6131170614157432,0.1168526741029885,0.9725782940848201,0.5754331485617888,-0.39714514552303126,7.212982177734375,92
37,52.7,50,2.866573852556219e-12,0.0001410373043278535,16.38051414489746,5.464599609375,10.915914535522461,0.16997999695759594,0.6487054000263942,0.4787254030687983,0.46781738635089753,0.7924583239254965,0.324640937574599,0.9598430849602443,0.4464252129818009,-0.5134178719784435,2.9344348907470703,92
38,51.0,50,2.198422869579426e-14,0.0017674586698617257,19.382333755493164,3.9063720703125,15.475961685180664,0.16644423486144289,0.5228525385483401,0.35640830368689724,0.4644529196647568,0.5459245596805448,0.08147164001578794,0.9751534672823531,0.43331951289078613,-0.5418339543915669,9.064743995666504,92
39,48.7,50,9.83392103695976e-13,0.008767637539512254,17.039894104003906,2.9193191528320312,14.120574951171875,0.16761357885612166,0.5707154129233548,0.40310183406723316,0.49182813833549066,0.6002387673785997,0.10841062904310905,0.9443046286030047,0.35505756945643513,-0.5892470591465695,6.963061332702637,92
40,48.6,50,5.9172582408456095e-12,0.029753004646614695,15.9338321685791,2.166259765625,13.7675724029541,0.15431728052117696,0.7440518080457276,0.5897345275245506,0.4913685138844958,0.7450197996063492,0.2536512857218534,0.86150982617831,0.7276893963394521,-0.1338204298388579,7.768960952758789,92
41,48.3,50,2.185858030861511e-11,0.0015312293107758875,15.128473281860352,3.9947967529296875,11.133676528930664,0.17216269881646606,0.5919479268535787,0.4197852280371126,0.4642652489354807,0.6630198546164948,0.1987546056810141,0.9789671047522899,0.7482910933952237,-0.23067601135706617,5.423328399658203,92
43,42.4,50,5.241566474792955e-11,0.040445381448080436,14.589431762695312,1.9770355224609375,12.612396240234375,0.16457818351824866,0.743763980632246,0.5791857971139973,0.4706544653313461,0.7549900222363805,0.28433555690503437,0.9438302926542544,0.6647978262502297,-0.2790324664040248,7.160743713378906,92
